date,nav,fund_name,fund_code,category,short_name
2019-03-05,42.8,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-03-06,43.06,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-03-07,42.92,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-03-08,42.86,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-03-11,43.56,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-03-12,43.93,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-03-13,43.82,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-03-14,43.86,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-03-15,44.18,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-03-18,44.21,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-03-19,44.42,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-03-20,44.25,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-03-22,44.1,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-03-25,43.84,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-03-26,44.23,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-03-27,44.04,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-03-28,44.41,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-03-29,44.62,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-01,44.84,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-02,44.97,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-03,44.63,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-04,44.59,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-05,44.84,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-08,44.67,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-09,44.89,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-10,44.57,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-11,44.58,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-12,44.78,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-15,44.93,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-16,45.28,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-18,45.03,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-22,44.55,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-23,44.43,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-24,44.91,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-25,44.67,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-26,44.98,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-04-30,45.07,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-02,44.88,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-03,44.98,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-06,44.6,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-07,44.29,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-08,43.86,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-09,43.61,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-10,43.54,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-13,42.97,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-14,43.28,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-15,43.08,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-16,43.37,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-17,43.75,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-20,45.26,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-21,44.77,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-22,44.92,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-23,44.64,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-24,45.47,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-27,45.92,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-28,46.01,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-29,45.58,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-30,45.82,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-05-31,45.78,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-03,46.22,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-04,46.07,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-06,45.54,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-07,45.61,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-10,45.82,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-11,45.98,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-12,45.83,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-13,45.94,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-14,45.58,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-17,45.03,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-18,45.16,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-19,45.12,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-20,45.67,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-21,45.41,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-24,45.28,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-25,45.5,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-26,45.81,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-27,45.84,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-06-28,45.75,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-01,45.98,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-02,46.18,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-03,46.21,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-04,46.31,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-05,45.73,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-08,44.74,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-09,44.77,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-10,44.49,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-11,44.75,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-12,44.72,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-15,44.82,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-16,45.05,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-17,45.11,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-18,44.71,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-19,44.13,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-22,44.01,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-23,44.03,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-24,43.79,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-25,43.87,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-26,43.88,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-29,43.46,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-30,43.16,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-07-31,43.24,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-01,42.61,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-02,42.68,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-05,42.27,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-06,42.63,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-07,42.28,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-08,42.86,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-09,43.11,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-13,42.1,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-14,42.68,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-16,42.8,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-19,42.86,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-20,42.71,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-21,42.35,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-22,41.74,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-23,42.1,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-26,42.85,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-27,43.03,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-28,42.74,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-29,42.56,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-08-30,42.79,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-03,41.92,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-04,42.23,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-05,42.4,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-06,42.82,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-09,42.96,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-11,43.06,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-12,42.9,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-13,43.29,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-16,43.09,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-17,42.47,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-18,42.51,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-19,42.14,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-20,44.14,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-23,45.15,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-24,45.03,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-25,44.41,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-26,45.03,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-27,44.9,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-09-30,44.88,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-01,44.47,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-03,44.17,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-04,43.63,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-07,43.48,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-09,44.16,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-10,43.87,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-11,44.21,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-14,44.36,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-15,44.69,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-16,44.79,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-17,45.29,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-18,45.53,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-22,45.13,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-23,45.25,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-24,45.12,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-25,45.1,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-29,45.82,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-30,46.06,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-10-31,46.08,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-01,46.14,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-04,46.36,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-05,46.21,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-06,46.44,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-07,46.55,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-08,46.21,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-11,46.25,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-13,45.9,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-14,46.05,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-15,46.13,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-18,46.18,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-19,46.35,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-20,46.44,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-21,46.17,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-22,46.06,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-25,46.71,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-26,46.57,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-27,46.77,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-28,47.02,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-11-29,46.7,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-02,46.68,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-03,46.44,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-04,46.68,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-05,46.49,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-06,46.16,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-09,46.19,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-10,45.95,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-11,46.17,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-12,46.37,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-13,46.83,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-16,46.65,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-17,47.1,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-18,47.23,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-19,47.35,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-20,47.43,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-23,47.45,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-24,47.36,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-26,47.08,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-27,47.54,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-30,47.57,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2019-12-31,47.26,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2020-01-01,47.33,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
2020-01-02,47.65,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,Debt,ICICI Savings
